Accession	flaID	length	HVR_length	ncbi_taxid	ncbi_phylum	Domain	Phylum	Class	Order	Family	Genus	Species	genome_size
KLU39260.1	fla755	561	321	1655638	Firmicutes	d__Bacteria	p__Firmicutes_G	c__Limnochordia	o__DTU010	f__DTU010	g__1109	s__1109 sp001028815	2701748
KLU39470.1	fla756	447	207	1655638	Firmicutes	d__Bacteria	p__Firmicutes_G	c__Limnochordia	o__DTU010	f__DTU010	g__1109	s__1109 sp001028815	2701748
KLU38937.1	fla757	396	156	1655638	Firmicutes	d__Bacteria	p__Firmicutes_G	c__Limnochordia	o__DTU010	f__DTU010	g__1109	s__1109 sp001028815	2701748
SDI47748.1	fla758	308	68	47500	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Aneurinibacillales	f__Aneurinibacillaceae	g__Aneurinibacillus	s__Aneurinibacillus migulanus	5982226
EDK34123.1	fla759	276	36	431943	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_B	s__Clostridium_B kluyveri	4023800
AEM73713.1	fla760	274	34	632516	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Thermoanaerobacteria	o__Caldicellulosiruptorales	f__Caldicellulosiruptoraceae	g__Caldicellulosiruptor	s__Caldicellulosiruptor acetigenus	2674809
WP_053818567.1	fla761	274	34	1509	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_F	s__Clostridium_F sporogenes	3997146
OPJ60882.1	fla762	288	48	1450648	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AE	s__Clostridium_AE oryzae	5074802
SHE57551.1	fla763	272	32	1533	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_AH	s__Clostridium_AH fallax	2852282
WP_049178548.1	fla764	275	35	1491	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_H	s__Clostridium_H botulinum_B	3005167
WP_035762223.1	fla765	276	36	1492	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium butyricum	4597202
OSA91402.1	fla766	270	30	1491	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_H	s__Clostridium_H botulinum_B	3005167
WP_017726245.1	fla767	272	32	1134413	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Bacillaceae_D	g__Bacillus_AN	s__Bacillus_AN ligniniphilus	3856255
WP_017756443.1	fla768	272	32	1191699	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_C	f__Bacillaceae_J	g__Calidifontibacillus	s__Calidifontibacillus oryziterrae	3575797
WP_076235266.1	fla769	276	36	1491	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_H	s__Clostridium_H botulinum_B	3005167
WP_077855519.1	fla770	280	40	1520	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium beijerinckii	5880896
WP_049042208.1	fla771	274	34	1509	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_F	s__Clostridium_F sporogenes	3997146
ABI50034.1	fla772	228	-12	1491	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_H	s__Clostridium_H botulinum_B	3005167
WP_055668142.1	fla773	274	34	1650662	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Desnuesiella	s__Desnuesiella massiliensis	5503198
OOO63619.1	fla774	272	32	1962263	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_F	s__Clostridium_F tepidum	3074397
ADL52100.1	fla775	274	34	573061	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_K	s__Clostridium_K cellulovorans	5123037
WP_099190224.1	fla776	270	30	655607	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Tepidibacter_A	s__Tepidibacter_A mesophilus	3310272
EHL19937.1	fla777	395	155	796937	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Peptoanaerobacter	s__Peptoanaerobacter stomatis	2553276
CBH22462.1	fla778	272	32	1511	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Acetoanaerobium	s__Acetoanaerobium sticklandii	2715461
WP_068911948.1	fla779	293	53	1871336	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Criibacterium	s__Criibacterium bergeronii	2592879
RDY20545.1	fla780	542	302	1871336	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Criibacterium	s__Criibacterium bergeronii	2592879
RDY20894.1	fla781	282	42	1871336	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Criibacterium	s__Criibacterium bergeronii	2592879
WP_009525977.1	fla782	275	35	796937	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Peptoanaerobacter	s__Peptoanaerobacter stomatis	2553276
EHL20214.1	fla783	396	156	796937	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Peptoanaerobacter	s__Peptoanaerobacter stomatis	2553276
EFM38120.1	fla784	297	57	864565	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Peptoanaerobacter	s__Peptoanaerobacter margaretiae	2511030
SKC45028.1	fla785	397	157	39498	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Peptoanaerobacter	s__Peptoanaerobacter yurii	2553999
EJP18893.1	fla786	397	157	936556	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Peptoanaerobacter	s__Peptoanaerobacter margaretiae	2654638
KDR94760.1	fla787	538	298	1121324	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Peptoclostridium	s__Peptoclostridium litorale	3197617
WP_053955788.1	fla788	565	325	1658111	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Thermotaleaceae	g__Inediibacterium	s__Inediibacterium massiliense	3497276
WP_053955790.1	fla789	542	302	1658111	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Thermotaleaceae	g__Inediibacterium	s__Inediibacterium massiliense	3497276
WP_113672572.1	fla790	270	30	1185412	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Vallitaleaceae	g__Vallitalea	s__Vallitalea guaymasensis	6419149
WP_105616944.1	fla791	510	270	2078660	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Vallitaleaceae_A	g__Vallitalea_A	s__Vallitalea_A okinawensis	5859119
WP_105616946.1	fla792	478	238	2078660	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Vallitaleaceae_A	g__Vallitalea_A	s__Vallitalea_A okinawensis	5859119
SNS49118.1	fla793	284	44	312168	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Anaerovirgula	s__Anaerovirgula multivorans	5388996
WP_058486069.1	fla794	291	51	1473580	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Defluviitaleaceae	g__Defluviitalea	s__Defluviitalea phaphyphila	2539811
WP_069981383.1	fla795	271	31	1424294	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Thermotaleaceae	g__Geosporobacter	s__Geosporobacter ferrireducens	5625643
SDW10283.1	fla796	274	34	1123352	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__Tepidimicrobium	s__Tepidimicrobium xylanilyticum	3002518
WP_071063669.1	fla797	393	153	39480	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Gottschalkiaceae	g__Andreesenia	s__Andreesenia angusta	2343503
WP_050354046.1	fla798	276	36	1503	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Gottschalkiaceae	g__Gottschalkia_A	s__Gottschalkia_A purinilytica	3397304
WP_091732383.1	fla799	279	39	415015	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Proteiniboraceae	g__Proteiniborus	s__Proteiniborus ethanoligenes	3161504
SCG81911.1	fla800	272	32	1889883	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Proteiniboraceae	g__UBA6767	s__UBA6767 sp900095305	3120648
OGO77291.1	fla801	374	134	1797677	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lutisporales	f__Lutisporaceae	g__GWB2-37-7	s__GWB2-37-7 sp001797185	3234968
SHH20165.1	fla802	276	36	1123350	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Tepidibacter	s__Tepidibacter thalassicus	2234370
SHK01432.1	fla803	272	32	1123349	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Tepidibacter	s__Tepidibacter formicigenes	2639825
WP_069656620.1	fla804	517	277	337097	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Tepidibacillales	f__Tepidibacillaceae	g__Vulcanibacillus	s__Vulcanibacillus modesticaldus	2224341
OGO87318.1	fla805	671	431	1797681	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA12420	g__UBA12420	s__UBA12420 sp001797255	1874891
OGO85831.1	fla806	669	429	1797681	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA12420	g__UBA12420	s__UBA12420 sp001797255	1874891
KJS86424.1	fla807	1135	895	1531962	Firmicutes	d__Bacteria	p__Firmicutes_B	c__Peptococcia	o__Peptococcales	f__BICA1-8	g__BICA1-8	s__BICA1-8 sp000802045	3976663
AOT71939.1	fla808	273	33	1424294	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Thermotaleaceae	g__Geosporobacter	s__Geosporobacter ferrireducens	5625643
WP_114295989.1	fla809	272	32	1297424	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Anaerobacterium	s__Anaerobacterium chartisolvens	4927187
RCX21045.1	fla810	274	34	1297424	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Anaerobacterium	s__Anaerobacterium chartisolvens	4927187
WP_035164080.1	fla811	272	32	116090	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Caloranaerobacteraceae	g__Caloranaerobacter	s__Caloranaerobacter azorensis	2539490
WP_069650364.1	fla812	279	39	1323370	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Caloranaerobacteraceae	g__Caloranaerobacter	s__Caloranaerobacter ferrireducens	2451939
KXG76339.1	fla813	276	36	520762	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Thermotaleaceae	g__Thermotalea	s__Thermotalea metallivorans	3094505
GAE87786.1	fla814	275	35	1294263	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Hungateiclostridium	s__Hungateiclostridium straminisolvens	3907117
AEV70527.1	fla815	272	32	720554	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Acetivibrio	s__Acetivibrio clariflavus	4897678
ERP31033.1	fla816	270	30	1313304	Fibrobacteres	d__Bacteria	p__Fibrobacterota	c__Chitinivibrionia	o__Chitinivibrionales	f__Chitinivibrionaceae	g__Chitinivibrio	s__Chitinivibrio alkaliphilus	2591328
WP_094548927.1	fla817	290	50	1792311	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__SK-Y3	f__SK-Y3	g__Petroclostridium	s__Petroclostridium xylanilyticum	3863184
ABR46957.1	fla818	399	159	293826	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Alkaliphilus_A	s__Alkaliphilus_A metalliredigens	4929566
SDY61922.1	fla819	536	296	159292	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Tindalliaceae	g__Tindallia	s__Tindallia californiensis	3122071
WP_093370547.1	fla820	565	325	69895	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Tindalliaceae	g__Tindallia	s__Tindallia magadiensis	3083807
PQQ65561.1	fla821	352	112	1677857	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Herbivorax	s__Herbivorax saccincola	2771302
WP_013777953.1	fla822	366	126	499229	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Thermosediminibacteria	o__Thermosediminibacterales	f__Tepidanaerobacteraceae	g__Tepidanaerobacter	s__Tepidanaerobacter sp001896545	2350422
GAQ24350.1	fla823	502	262	224999	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Thermosediminibacteria	o__Thermosediminibacterales	f__Tepidanaerobacteraceae	g__Tepidanaerobacter	s__Tepidanaerobacter syntrophicus	2427925
SCL91349.1	fla824	350	110	1891289	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__PP17-6a	g__PP17-6a	s__PP17-6a sp900095615	3296036
WP_071140412.1	fla825	338	98	1891289	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__PP17-6a	g__PP17-6a	s__PP17-6a sp900095615	3296036
SUO99636.1	fla826	375	135	43131	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Tissierellaceae	g__Tissierella	s__Tissierella praeacuta	3187732
WP_094899650.1	fla827	271	31	1280483	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Tissierellaceae	g__Tissierella	s__Tissierella sp002266425	4386663
PHS35399.1	fla828	498	258	1872455	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__GCA-2733545	s__GCA-2733545 sp002733545	2765838
OEF97711.1	fla829	272	32	766136	Firmicutes	d__Bacteria	p__Firmicutes	c__Desulfuribacillia	o__Desulfuribacillales	f__Desulfuribacillaceae	g__Desulfuribacillus	s__Desulfuribacillus alkaliarsenatis	3106435
OEH86730.1	fla830	278	38	1390249	Firmicutes	d__Bacteria	p__Firmicutes	c__Desulfuribacillia	o__Desulfuribacillales	f__Desulfuribacillaceae	g__Desulfuribacillus_A	s__Desulfuribacillus_A stibiiarsenatis	3119699
EEG76545.1	fla831	276	36	555088	Firmicutes	d__Bacteria	p__Firmicutes_D	c__Dethiobacteria	o__Dethiobacterales	f__Dethiobacteraceae	g__Dethiobacter	s__Dethiobacter alkaliphilus	3116746
SHI62189.1	fla832	375	135	1121919	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Thermotaleaceae	g__Geosporobacter	s__Geosporobacter subterraneus	3858006
WP_069998875.1	fla833	284	44	1892843	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Cellulosilyticaceae	g__FMMP01	s__FMMP01 sp900095725	4498861
SKC55791.1	fla834	479	239	36842	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Caminicellaceae	g__Maledivibacter	s__Maledivibacter halophilus	5802910
PKM67416.1	fla835	390	150	2013781	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Vallitaleaceae	g__Petrocella	s__Petrocella sp002841495	3524282
KJS85393.1	fla836	504	264	1531962	Firmicutes	d__Bacteria	p__Firmicutes_B	c__Peptococcia	o__Peptococcales	f__BICA1-8	g__BICA1-8	s__BICA1-8 sp000802045	3976663
WP_034420349.1	fla837	487	247	1712410	Firmicutes	d__Bacteria	p__Firmicutes_B	c__Peptococcia	o__DRI-13	f__DRI-13	g__Thermoanaerosceptrum	s__Thermoanaerosceptrum fracticalcis	3805411
WP_066505900.1	fla838	413	173	1766203	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__MCWD3	g__Abyssisolibacter	s__Abyssisolibacter fermentans	4786356
KUO52784.1	fla839	410	170	1734395	Firmicutes	d__Bacteria	p__Firmicutes_B	c__Moorellia	o__Desulfitibacterales	f__Desulfitibacteraceae	g__Desulfitibacter	s__Desulfitibacter sp001515945	3853576
OJV62406.1	fla840	393	153	1895746	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Acidaminobacteraceae	g__UBA5201	s__UBA5201 sp001897605	3417378
AUG56255.1	fla841	403	163	1677857	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Herbivorax	s__Herbivorax saccincola	2771302
AOY75645.1	fla842	405	165	1497	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Clostridium_W	s__Clostridium_W formicaceticum	4586728
SES84422.1	fla843	407	167	426128	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Natronincola_A	s__Natronincola_A peptidivorans	3768981
KJF25813.1	fla844	382	142	84022	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Natronincolaceae	g__Clostridium_W	s__Clostridium_W aceticum	4158708
PKM55942.1	fla845	367	127	2013784	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Vallitaleaceae	g__Petrocella	s__Petrocella sp002841435	2988108
WP_072742726.1	fla846	420	180	165813	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Sporanaerobacteraceae	g__Sporanaerobacter	s__Sporanaerobacter acetigenes	2865520
WP_048601375.1	fla847	397	157	1631346	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Rubeoparvulales	f__Rubeoparvulaceae	g__Rubeoparvulum	s__Rubeoparvulum massiliense	2843796
WP_042679619.1	fla848	389	149	1347392	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Sporanaerobacteraceae	g__Anaerosalibacter	s__Anaerosalibacter massiliensis	3196602
WP_077369565.1	fla849	384	144	1871005	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Sporanaerobacteraceae	g__Anaerosalibacter_A	s__Anaerosalibacter_A sp900155565	2498319
WP_103091069.1	fla850	284	44	84032	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Acetivibrionales	f__Acetivibrionaceae	g__Pseudoclostridium	s__Pseudoclostridium thermosuccinogenes	4515818
WP_068749238.1	fla851	276	36	520767	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Thermosediminibacteria	o__Thermosediminibacterales	f__Thermosediminibacteraceae	g__Thermovenabulum	s__Thermovenabulum gondwanense	2282800
WP_073255340.1	fla852	276	36	447595	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Thermosediminibacteria	o__Thermosediminibacterales	f__Thermosediminibacteraceae	g__Caldanaerovirga	s__Caldanaerovirga acetigignens	2264710
WP_025747921.1	fla853	277	37	551788	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Mahellia_A	o__Caldicoprobacterales	f__Caldicoprobacteraceae	g__Caldicoprobacter	s__Caldicoprobacter oshimai	2693766
PZN11662.1	fla854	276	36	551788	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Mahellia_A	o__Caldicoprobacterales	f__Caldicoprobacteraceae	g__Caldicoprobacter	s__Caldicoprobacter oshimai	2693766
SHD76643.1	fla855	287	47	1288971	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__Clostridium_V	s__Clostridium_V ultunense	3093245
CCQ94653.1	fla856	311	71	1288971	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__Clostridium_V	s__Clostridium_V ultunense	3093245
SDW10398.1	fla857	291	51	1123352	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Tepidimicrobiaceae	g__Tepidimicrobium	s__Tepidimicrobium xylanilyticum	3002518
WP_089866950.1	fla858	318	78	1494	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_G	s__Clostridium_G cochlearium	2677012
WP_103896433.1	fla859	320	80	29344	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Caloramatoraceae	g__Caloramator	s__Caloramator fervidus	1763241
AST93338.1	fla860	270	30	33932	Firmicutes	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_I	g__Sutcliffiella	s__Sutcliffiella cohnii	4899141
OPJ56050.1	fla861	270	30	29349	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Clostridium_Y	s__Clostridium_Y thermoalcaliphilum	2025488
SES80999.1	fla862	270	30	1120990	Firmicutes	d__Bacteria	p__Firmicutes_D	c__Proteinivoracia	o__Proteinivoracales	f__Proteinivoraceae	g__Anaerobranca	s__Anaerobranca gottschalkii	2300172
SHK39174.1	fla863	269	29	1120989	Firmicutes	d__Bacteria	p__Firmicutes_D	c__Proteinivoracia	o__Proteinivoracales	f__Proteinivoraceae	g__Anaerobranca	s__Anaerobranca californiensis	2034462
SDY61893.1	fla864	638	398	159292	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Tindalliaceae	g__Tindallia	s__Tindallia californiensis	3122071
GAX88900.1	fla865	282	42	1348429	Firmicutes	d__Bacteria	p__Firmicutes	c__Alicyclobacillia	o__Tumebacillales	f__Effusibacillaceae	g__Effusibacillus	s__Effusibacillus lacus	3908050
AEE96763.1	fla866	280	40	697281	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Mahellia	o__Mahellales	f__Mahellaceae	g__Mahella	s__Mahella australiensis	3135972
WP_074364065.1	fla867	274	34	1776758	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__UBA3947	s__UBA3947 sp900095445	3036132
WP_027308326.1	fla868	273	33	1031288	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Caloramatoraceae	g__Caloramator_A	s__Caloramator_A proteoclasticus	2530768
WP_073018624.1	fla869	406	166	36845	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_T	s__Clostridium_T intestinale	4796776
WP_017415628.1	fla870	416	176	219748	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_J	s__Clostridium_J tunisiense	4317259
SCP97818.1	fla871	405	165	1619234	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerobium	s__Anaerobium acetethylicum	4609043
WP_057979496.1	fla872	368	128	908809	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Caloramatoraceae	g__Caloramator	s__Caloramator mitchellensis	2419359
ADV36284.1	fla873	388	148	1504	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium septicum	3404718
BAB87729.1	fla874	384	144	1504	Firmicutes	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium septicum	3404718
