Accession	Domain	Phylum	Class	Order	Family	Genus	Species	logFC	logCPM	PValue	FDR	EnrichedIn
BAD14977.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-0.43918103191700836	10.262253181094191	9.224096814034928e-4	0.0034110121614376815	Environmental
EEX09374.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ruegeria	s__Ruegeria lacuscaerulensis	-0.4305209384856146	10.262022070663566	9.224096814034928e-4	0.0034110121614376815	Environmental
SNT20998.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes regularis	-0.4607034910644189	10.288203220720122	9.356331044912471e-4	0.003449792924230333	Environmental
PZN00639.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_D	s__Pseudomonas_D aestusnigri	-0.49131441767826955	10.257397144744777	9.381476445395528e-4	0.003449792924230333	Environmental
WP_106315867.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes italicus	-0.44906009470788094	10.258879790034536	9.381476445395528e-4	0.003449792924230333	Environmental
GAC37569.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Paraglaciecola	s__Paraglaciecola psychrophila	-0.44674565139715	10.27889525664389	9.666494812957126e-4	0.0035479816157054926	Environmental
EZP48671.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000632225	-0.43829342855624354	10.279898752541005	9.689028876534529e-4	0.003549642363503635	Environmental
AWI13573.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__Caldibacillaceae	g__Bacillus_J	s__Bacillus_J thermoamylovorans	0.6318479459274532	10.481972964021523	9.71691576965661e-4	0.0035532543565850055	Host-associated
WP_089406056.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus saharensis	-0.46096080894396835	10.323311084950738	9.996912568781947e-4	0.0036488730876054107	Environmental
DAA99144.1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__CAG-196 sp002102975	-0.4490114945998929	10.272182548907091	0.0010031828345783513	0.0036548491071237165	Environmental
PYG03853.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio halophilus	-0.44777030748236224	10.367063860713928	0.0010130521819852762	0.003683996034488892	Environmental
SAI71311.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella_B	s__Bordetella_B ansorpii_B	-0.4330988473810371	10.267280980209808	0.0010207063969170193	0.0037049950429529376	Environmental
STH06714.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-0.44290456953626556	10.264274452219384	0.0010384880609051444	0.003755706363383559	Environmental
SET08004.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosomonas	s__Nitrosomonas europaea	-0.4342562477915712	10.263709411019745	0.0010384880609051444	0.003755706363383559	Environmental
AXC14836.1	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Acidisarcina	s__Acidisarcina polymorpha	-0.44855898549033124	10.262652912674703	0.0010416013014926263	0.003756367743313949	Environmental
OJU13339.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__Rhizomicrobium sp001896865	-0.49733518661735765	10.263479828398008	0.0010424825751358347	0.003756367743313949	Environmental
KUO58664.1	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Syntrophobotulaceae	g__Gracilibacter	s__Gracilibacter sp001516055	-0.4652743243982048	10.285229183582898	0.0010690692542711492	0.003845137774029991	Environmental
OUV28164.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_A	g__UBA7377	s__UBA7377 sp002170285	-0.4365777852541424	10.256178720306496	0.0010748322385504179	0.0038518078948779517	Environmental
KJE43388.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Thalassomonas	s__Thalassomonas actiniarum	-0.4365648554893675	10.256046280812068	0.0010748322385504179	0.0038518078948779517	Environmental
SDW20956.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Weimerbacter	s__Weimerbacter sp900100095	0.530743613017435	10.32592362116946	0.0010772583447235435	0.0038534958211435652	Host-associated
EID85528.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp000260795	0.6203199804950601	10.546093033137087	0.0010801088404790939	0.003856692979319373	Host-associated
PCI50789.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Litoricolaceae	g__HIMB30	s__HIMB30 sp002691485	-0.43767212687883156	10.251477027257922	0.0010933977560569428	0.003896421622641163	Environmental
WP_076305305.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus odorifer	-0.4432402230671171	10.30441951448483	0.0010951890304125847	0.003896421622641163	Environmental
EIF19934.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	0.5855255252819933	10.387088820373526	0.0011329278649297072	0.004023424904101717	Host-associated
OHC71208.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Sulfuritalea	s__Sulfuritalea sp001828935	-0.43678307759499174	10.269077837019111	0.0011473432495362355	0.004067290548266043	Environmental
CCX90095.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Succinivibrionaceae	g__Succinivibrio	s__Succinivibrio sp000431835	0.6437449639483522	10.481703995065748	0.0011669981691362396	0.004129539302275634	Host-associated
ODS77447.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax sp000302535	-0.4370828086268157	10.282839572463756	0.001220645233877281	0.004311633971276202	Environmental
PSJ41961.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella sp003012735	-0.4962339411388215	10.286710565964764	0.001244289449767262	0.00438728891858904	Environmental
PKO15730.1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__UBA6170	s__UBA6170 sp002840755	-0.4393011385697268	10.273726489063678	0.0012550925260137297	0.00441747744423761	Environmental
EWH09463.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Catenovulum	s__Catenovulum agarivorans_A	-0.42338072569806756	10.270462602872229	0.0012880581935082525	0.004518683722235419	Environmental
KHD72560.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes utahensis	-0.44614240199069366	10.283621412960427	0.0012884323956855938	0.004518683722235419	Environmental
OAM88651.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Ereboglobus	s__Ereboglobus sp001650175	-0.4341099039706159	10.26234212803592	0.0013348024906921006	0.004672994154803074	Environmental
ESQ84451.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	s__Asticcacaulis sp000495815	0.5532711630252604	10.399586608253248	0.0013533382591668474	0.00472948529932244	Host-associated
OGJ86828.1	d__Bacteria	p__Fibrobacterota	c__OXYB2-FULL-49-7	o__OXYB2-FULL-49-7	f__XYB2-FULL-49-35	g__XYB2-FULL-49-35	s__XYB2-FULL-49-35 sp001789205	-0.42652587278417964	10.258129312275102	0.0013587257182080168	0.004739908655907967	Environmental
WP_091817141.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter mobilis	-0.4363915260797421	10.254324263343616	0.001383020741173282	0.004816137598679398	Environmental
WP_091904930.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Robbsia	s__Robbsia sp900095735	-0.5017227245826417	10.584761003715416	0.0014121431882960609	0.004908878702172021	Environmental
KGE20414.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus wynnii	-0.4511795554438695	10.276065001902046	0.001418237214283986	0.004912733830147164	Environmental
SHJ16927.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Thalassobacter	s__Thalassobacter stenotrophicus	-0.43440913293586586	10.275603495061684	0.001418237214283986	0.004912733830147164	Environmental
PGR04074.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	-0.42812683335169194	10.267894222000798	0.0014706118891928536	0.005083908731280437	Environmental
BAK80041.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Dwaynesavagella	s__Dwaynesavagella sp000270205	0.5955626196300737	10.41684491799677	0.0014728117126134599	0.005083908731280437	Host-associated
WP_007328637.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__Rhodopirellula baltica	-0.45489784833161473	10.264751836924875	0.0014974412378683658	0.005159889300417044	Environmental
AKC68783.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pandoraea	s__Pandoraea oxalativorans	-0.4795584200610128	10.412355015390194	0.0015177518371156148	0.005220748465889837	Environmental
KZN49485.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas luteoviolacea_B	-0.4275342510833315	10.285164047373275	0.001530249442176056	0.005254567335416387	Environmental
PJC16075.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhodoferax	s__Rhodoferax sp001871515	-0.420189324098642	10.281083860362846	0.0015587707842229597	0.005343195157745137	Environmental
WP_031375094.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea brenneri	-0.4237072834217056	10.251663669786351	0.001580551881318645	0.005408450968887238	Environmental
SOY30666.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor muris	0.5831501018392944	10.38662946707398	0.0016376237187497658	0.005594031801829789	Host-associated
OIQ18540.1	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__DB6-IX	s__DB6-IX sp001874305	-0.4415333044207142	10.26632200142331	0.0016777649970025378	0.005711355456117447	Environmental
WP_067378485.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Nitrincolaceae	g__Marinobacterium_A	s__Marinobacterium_A aestuarii	-0.4329520863559304	10.265844990308494	0.0016777649970025378	0.005711355456117447	Environmental
ODS24477.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Endobugula	s__Endobugula sertula	-0.4253185417289071	10.260876908940853	0.0017087709834115233	0.005806875186731228	Environmental
AHN20532.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Lysinibacillus	s__Lysinibacillus sphaericus	0.5258525573792421	10.351281221664879	0.0017230530384996633	0.005845331392225191	Host-associated
KEO54238.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Thioclava	s__Thioclava pacifica	-0.41981424951589436	10.249607684516867	0.001804901666267104	0.00611247626153344	Environmental
PWW21285.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus amargosae	-0.42963782825445707	10.26788950362681	0.0018121885535437963	0.006126627168155785	Environmental
WP_078003863.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Izhakiella	s__Izhakiella australiensis	-0.42436095557998943	10.295867734431305	0.0018380024431630024	0.006203258245675134	Environmental
SFC32404.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides terrae	-0.4312939259987145	10.259837306034319	0.001853377121666357	0.006244455225306649	Environmental
WP_078552967.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Bacillaceae_F	g__Bacillus_AO	s__Bacillus_AO sp002019795	-0.42049886274179327	10.263231125480209	0.0019126259888412925	0.006433081610932061	Environmental
RHP21444.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__TF01-11	s__TF01-11 sp001414325	-0.43609440295341645	10.276544273424534	0.0019203239520018942	0.006439731938988878	Environmental
RGM67005.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter rectalis	0.5894540809111729	10.429671157759621	0.0019211376865172298	0.006439731938988878	Host-associated
WP_102394872.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Enterovibrio	s__Enterovibrio norvegicus	-0.4127436244306901	10.25875931612999	0.001948418856425489	0.006520090943997689	Environmental
WP_110876182.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Franconibacter	s__Franconibacter helveticus	-0.43035554823149114	10.302812537426004	0.0019710736993087266	0.006584722476843221	Environmental
WP_085526025.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Maritimibacter_A	s__Maritimibacter_A sp900177545	-0.40482953121433934	10.254226678857618	0.001984820999843737	0.006619428410646371	Environmental
WP_028734014.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium ruizarguesonis	0.49435488695353347	10.398449000981406	0.002015609241322074	0.0067107530652800815	Host-associated
WP_066585366.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Cellulomonas	s__Cellulomonas timonensis	-0.41621326497455996	10.26709113418757	0.002045816729748551	0.00679983941709004	Environmental
SOC83077.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__Ensifer adhaerens	-0.4413936942511247	10.264983912261496	0.0021381008536018693	0.007070799970552491	Environmental
OAD82225.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas thiooxydans	-0.4241597469486891	10.263924273267468	0.0021381008536018693	0.007070799970552491	Environmental
SDF49408.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Celeribacter	s__Celeribacter baekdonensis_A	-0.4067809028128359	10.263511448975958	0.0021381008536018693	0.007070799970552491	Environmental
SFG37787.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseobacter	s__Roseobacter denitrificans	-0.39893157005925173	10.259497346939309	0.002178663525844588	0.007192874052662785	Environmental
SEL46023.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus sp900109665	-0.4263054776961895	10.256005058477422	0.0022199359513042412	0.007316879197358963	Environmental
PKA85261.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Viridibacillus	s__Viridibacillus sp002813185	0.5038345271877547	10.334945867770923	0.0022286288997765513	0.007333268049181273	Host-associated
SFU05013.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus amargosae	-0.4257840739855032	10.273705107587928	0.002297829289259562	0.0075483692152176615	Environmental
WP_026519205.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp000421405	0.5350860337843211	10.351696448154792	0.0023439080840830548	0.007686926512026125	Host-associated
CUM97870.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter faecis	0.5771816516375209	10.40575095233939	0.0023584188573049633	0.007721667056059938	Host-associated
WP_036303480.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Methylophilaceae	g__Methylotenera	s__Methylotenera sp000744605	-0.4169130827606384	10.289832127010511	0.002370350271873621	0.007747852946478956	Environmental
GBC95276.1	d__Bacteria	p__Armatimonadota	c__HRBIN16	o__HRBIN16	f__HRBIN16	g__HRBIN16	s__HRBIN16 sp002898895	-0.41044537859641567	10.32139738091905	0.0023742786299712276	0.007747852946478956	Environmental
KTS26823.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea stewartii	-0.4496114678226079	10.383468760543101	0.002378509692271643	0.007748830749532906	Environmental
DAA87988.1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__CAG-196 sp002102975	0.5517663572911038	10.375010020164707	0.0024144351407049147	0.007852890531896677	Host-associated
PSW35317.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium phosphoreum	-0.4029110772513501	10.317081077009858	0.002435500737448249	0.007908355771845963	Environmental
KQW40429.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhizobacter	s__Rhizobacter sp001425865	-0.41717278011683695	10.39601042276626	0.0024772405686276882	0.008025572702948644	Environmental
WP_056029396.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Loktanella	s__Loktanella sp001420005	-0.40377096516903227	10.257138723449348	0.0024797431639247713	0.008025572702948644	Environmental
OWV84864.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium sp002211365	0.4528802374993079	10.357715261511123	0.0025145638392557713	0.008124926765857582	Host-associated
WP_084593206.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Halarcobacter	s__Halarcobacter anaerophilus	-0.41361623285751414	10.253501775187502	0.002527280278177606	0.008152650455463276	Environmental
WP_105618991.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Vallitaleaceae_A	g__Vallitalea_A	s__Vallitalea_A okinawensis	-0.40384868820962255	10.274042770029062	0.0025611381304192268	0.008248371331791333	Environmental
APH73633.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium_E	s__Mesorhizobium_E oceanicum	-0.3970105654928079	10.266167650707239	0.0026619237919391888	0.008558975193983917	Environmental
AJI21535.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_H	g__Priestia	s__Priestia megaterium	-0.4048524502123616	10.287184479196167	0.0026886856577241847	0.008616909644511167	Environmental
OSZ74231.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Hydrogenophaga	s__Hydrogenophaga sp002127265	-0.39645142412950646	10.287110062418757	0.0026886856577241847	0.008616909644511167	Environmental
SOC07831.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodobacter	s__Rhodobacter aestuarii	-0.4086150683452236	10.254619240822242	0.0028201670368217	0.009023618879181121	Environmental
CAA59172.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Tatlockia	s__Tatlockia micdadei	-0.4006489637821748	10.2503186059187	0.0028748574825773134	0.009183701941912292	Environmental
WP_010286946.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Kurthia	s__Kurthia massiliensis	-0.4195967348159115	10.247515788811775	0.0029305439936917845	0.00934644370803642	Environmental
EFW38744.1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema	s__Treponema phagedenis	-0.5630630609576346	10.806104509073633	0.002958091759076584	0.009419061158545957	Environmental
KZL14888.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pseudovibrio	s__Pseudovibrio sp001623075	-0.42504630294942497	10.28875459680972	0.002987705631184109	0.009498012579135288	Environmental
SET07793.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Ornithinibacillus	s__Ornithinibacillus limi	-0.4105095108164373	10.264156776200139	0.0030230001318463672	0.009594739548903688	Environmental
ACM34519.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Diaphorobacter	s__Diaphorobacter nitroreducens	-0.4010757472836229	10.285017852327714	0.0030473645730693427	0.009656520214661856	Environmental
EJI85116.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Alishewanella	s__Alishewanella aestuarii	-0.41154708360931563	10.260762106190452	0.003082452451167786	0.009752028541335002	Environmental
