Accession	Domain	Phylum	Class	Order	Family	Genus	Species	logFC	logCPM	PValue	FDR	EnrichedIn
WP_105444836.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus cellulositrophicus_A	0.4798548648620799	10.242612456216222	0.0011425700015788628	0.004191932999907811	Environmental
WP_014159471.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas_A	s__Pseudoxanthomonas_A spadix_A	0.467470860546161	10.250837610569791	0.0011426741223098957	0.004191932999907811	Environmental
WP_097438534.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	-0.6438562835037064	10.393410123057247	0.0012112545902620404	0.004435263090736468	Animals
PHR99314.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Saccharospirillaceae	g__Oleibacter	s__Oleibacter sp002733645	0.478488933646359	10.255563480942703	0.001233375716023807	0.00449489149120772	Environmental
KJS48310.1	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__Desulfosporosinus sp000961805	0.474117319019265	10.231600090017876	0.0012341935379044642	0.00449489149120772	Environmental
WP_021275611.1	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__DB6-IX	s__DB6-IX sp000447795	0.45752620771839064	10.246782699411243	0.0012343839069763334	0.00449489149120772	Environmental
OJU13339.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__Rhizomicrobium sp001896865	0.5290228144354886	10.22833311714223	0.0012497831861012533	0.004542569883061751	Environmental
WP_108064112.1	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Poseidonibacter	s__Poseidonibacter lekithochrous	0.4866703506764951	10.263126645552859	0.0012543263485562933	0.00455068675258913	Environmental
KZX51952.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_A	s__Pseudomonas_A stutzeri	-0.6646965242000072	10.420639943550905	0.0012642390734939977	0.004578218703645543	Animals
KQO64923.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium sp001422205	0.4752200943200835	10.284618680162312	0.0012815949605574357	0.00463255426109752	Environmental
EMI18210.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula_A	s__Rhodopirellula_A maiorica	0.4923590186697516	10.231274100167669	0.0013093472220379277	0.004724201515411571	Environmental
KUO58664.1	d__Bacteria	p__Firmicutes_B	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Syntrophobotulaceae	g__Gracilibacter	s__Gracilibacter sp001516055	0.4934392461116363	10.253185497269664	0.0013318171044210494	0.004787086866628366	Environmental
KRB24657.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhizobacter	s__Rhizobacter sp001425825	0.48533794046659046	10.235973040196502	0.0013340663399893263	0.004787086866628366	Environmental
SFF58004.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aureimonas	s__Aureimonas phyllosphaerae	0.4684560436930231	10.236153435618489	0.0013340663399893263	0.004787086866628366	Environmental
KPL84108.1	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Thermanaerothrix	s__Thermanaerothrix daxensis	0.47658313735091573	10.234566738020218	0.0013561379031029796	0.004857439398387037	Environmental
WP_089216665.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis indica	0.483593419349448	10.248762996981307	0.0014100712704679954	0.0050414526367004555	Environmental
WP_020146777.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Ectothiorhodospirales	f__Thioalkalivibrionaceae	g__Thioalkalivibrio	s__Thioalkalivibrio sp000378305	0.471392166113892	10.241608239336461	0.0014400682224348753	0.005116080930982441	Environmental
OIQ18540.1	d__Bacteria	p__Bdellovibrionota	c__Bacteriovoracia	o__Bacteriovoracales	f__Bacteriovoracaceae	g__DB6-IX	s__DB6-IX sp001874305	0.4754218844348347	10.232636352859346	0.0014413324450229718	0.005116080930982441	Environmental
SET08004.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosomonas	s__Nitrosomonas europaea	0.4583281606790611	10.232818451803665	0.0014413324450229718	0.005116080930982441	Environmental
EEX09374.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ruegeria	s__Ruegeria lacuscaerulensis	0.4496533179662419	10.232407448851989	0.0014413324450229718	0.005116080930982441	Environmental
CDB40813.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAG-495	s__CAG-495 sp001917125	-0.6013845477077333	10.467542755998252	0.0015213859111039448	0.005390522023156064	Animals
WP_103465192.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter_A	s__Arthrobacter_A glacialis	0.47080655248656267	10.234801967473079	0.0015449157413090526	0.005464064650590366	Environmental
ABO90683.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas salmonicida	0.5559250848562004	10.382240225567973	0.0015562147374047154	0.005487365897205752	Environmental
PZN00639.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_D	s__Pseudomonas_D aestusnigri	0.5075488798236252	10.227408906170245	0.0015570748916436624	0.005487365897205752	Environmental
BAU26572.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Aneurinibacillales	f__Aneurinibacillaceae	g__Aneurinibacillus	s__Aneurinibacillus soli	-0.6373869911527655	10.422372297750545	0.0016220810563279371	0.005706249430296493	Animals
SFL40138.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__NK4A144	s__NK4A144 sp900114405	-0.5371778663337534	10.275992152223544	0.0016261116648286634	0.005710231692892098	Animals
OGA88262.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax sp001411535	0.44915103826661346	10.228712690018101	0.001682977503127936	0.005899405126622836	Environmental
OAI08646.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylomonas	s__Methylomonas methanica	0.5361353687759735	10.51847742253228	0.001774176669931766	0.006208042699406001	Environmental
KQY48882.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Pararhizobium	s__Pararhizobium sp001426685	0.45041975027399084	10.246755798043276	0.0018035407389450921	0.006289860904083301	Environmental
OHC71208.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Sulfuritalea	s__Sulfuritalea sp001828935	0.45429375634686986	10.239542023196485	0.001808885007761973	0.006289860904083301	Environmental
EWH09463.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Catenovulum	s__Catenovulum agarivorans_A	0.4457886026635492	10.239755182482972	0.001808885007761973	0.006289860904083301	Environmental
OAM88651.1	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Ereboglobus	s__Ereboglobus sp001650175	0.45815787841576394	10.230918139584926	0.0018132742266759169	0.006289860904083301	Environmental
PWW21285.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus amargosae	0.4764160440915018	10.231445583069316	0.0018135233469641194	0.006289860904083301	Environmental
OEI93346.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Proteus	s__Proteus sp001722135	0.4582552954982774	10.29491386745313	0.0018838753948918698	0.006522380541189777	Environmental
PJC16075.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Rhodoferax	s__Rhodoferax sp001871515	0.4511409287656111	10.248198781492833	0.0019209425472551758	0.006639047049285432	Environmental
SEP87072.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E cuatrocienegasensis	0.44984121105361236	10.260888113197241	0.001930266720687632	0.006659589211479221	Environmental
PUE37919.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnohabitans_A	s__Limnohabitans_A sp001412575	0.5345677444851463	10.3637929487597	0.0019810117869449293	0.006822715420072571	Environmental
SAI71311.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella_B	s__Bordetella_B ansorpii_B	0.43868759486126024	10.240565114517992	0.0020992301366364987	0.007209108630749905	Environmental
WP_055216154.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira eligens_A	-0.5063833060487091	10.256064894386205	0.002100522007132206	0.007209108630749905	Animals
WP_106315867.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes italicus	0.45108566595663546	10.23317939652523	0.0021068066597641506	0.00721810281693109	Environmental
RDD79759.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Dyella	s__Dyella sp003350925	0.48074111397910047	10.223375240821602	0.002113303309346428	0.007227790832313303	Environmental
KUJ77904.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Ruegeria	s__Ruegeria marisrubri	0.4541176839702527	10.284305149135287	0.0021615457183225303	0.007379974116283163	Environmental
WP_008730936.1	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira hampsonii	-0.5339476026492936	10.265850294556664	0.0021668272835762446	0.0073852071775868545	Animals
WP_010279941.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_L	s__Paenibacillus_L senegalensis	0.453322743363941	10.314564613951354	0.0022006405654467526	0.007487498987789469	Environmental
SHM96665.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_D	f__Amphibacillaceae	g__Gracilibacillus	s__Gracilibacillus kekensis	0.4348274585024519	10.262304996510386	0.0022314461790762666	0.007579222366862492	Environmental
KGE20414.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus wynnii	0.46709871355752874	10.24647718780067	0.0022544218568315	0.007612447253740317	Environmental
WP_093297787.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp900114095	0.46261881113294107	10.237765262826134	0.0022644132440060027	0.007612447253740317	Environmental
WP_007328637.1	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula	s__Rhodopirellula baltica	0.46255120637993646	10.237057692971359	0.0022644132440060027	0.007612447253740317	Environmental
STH06714.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	0.44567554975196466	10.238427032252549	0.0022644132440060027	0.007612447253740317	Environmental
BAD14977.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia flexneri	0.437005964853532	10.237602296147164	0.0022644132440060027	0.007612447253740317	Environmental
WP_108617394.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax sp003060895	0.4369980809366084	10.237430415047676	0.0022644132440060027	0.007612447253740317	Environmental
ODS24477.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Cellvibrionaceae	g__Endobugula	s__Endobugula sertula	0.44937008935215367	10.229170154967646	0.002273323517647792	0.0076293821631450605	Environmental
KJE43388.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Thalassomonas	s__Thalassomonas actiniarum	0.4503784539634779	10.228159501168141	0.002360824640054498	0.007909565545760819	Environmental
APH73633.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium_E	s__Mesorhizobium_E oceanicum	0.4412104825689074	10.22926201360257	0.0023759263481150424	0.00794664669912841	Environmental
KTF69048.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas sp000282895	0.46218862773461833	10.266817382150279	0.002389905370668269	0.007979853525790661	Environmental
AWB19629.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium currus	0.45788033102242287	10.259220767840427	0.0024044926693479337	0.008014975564493113	Environmental
WP_069386616.1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Cellulosimicrobium	s__Cellulosimicrobium funkei	0.46079283891824363	10.268265801248418	0.0024185067076857494	0.008048071307670483	Environmental
RDH84702.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__SZUA-229	f__SZUA-229	g__SZUA-229	s__SZUA-229 sp003349885	0.4402700482814288	10.24280502340499	0.0024307648190194098	0.008075222080047618	Environmental
SOC83077.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	s__Ensifer adhaerens	0.4610361694951062	10.234178744097102	0.0024423198778456764	0.008086336402278961	Environmental
WP_067378485.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Nitrincolaceae	g__Marinobacterium_A	s__Marinobacterium_A aestuarii	0.45261529855385885	10.235361203703842	0.0024423198778456764	0.008086336402278961	Environmental
WP_091817141.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Oleiphilaceae	g__Marinobacter	s__Marinobacter mobilis	0.44771165165894816	10.225807119606683	0.0024527301592318397	0.008107178546454236	Environmental
KPM83400.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas lipolytica	0.4651336577246605	10.247531283561415	0.002476499132196115	0.008172032312271937	Environmental
WP_110876182.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Franconibacter	s__Franconibacter helveticus	0.4490716017654111	10.272203481397518	0.002556720006781363	0.008422639487222884	Environmental
ODS77447.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax sp000302535	0.43992193389382656	10.256807537091408	0.0025906508385569347	0.008520170537491089	Environmental
DAA99144.1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__CAG-196	s__CAG-196 sp002102975	0.44348771032780215	10.248313899722726	0.002606156341465423	0.008556879987811471	Environmental
OGJ86828.1	d__Bacteria	p__Fibrobacterota	c__OXYB2-FULL-49-7	o__OXYB2-FULL-49-7	f__XYB2-FULL-49-35	g__XYB2-FULL-49-35	s__XYB2-FULL-49-35 sp001789205	0.4335404242592419	10.230726507880394	0.002633902691652839	0.00863359118561746	Environmental
WP_022761392.1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio	s__Butyrivibrio sp900104155	-0.49951588617630444	10.307118265899156	0.0026885086079409923	0.008797943451235473	Animals
SQF87204.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E taetrolens	-0.6207388697046972	10.535625024924183	0.002816587220632596	0.009201785778849444	Animals
PCI50789.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Litoricolaceae	g__HIMB30	s__HIMB30 sp002691485	0.4317763829345562	10.227202216943034	0.0028401829206077533	0.009263510519200786	Environmental
OAH21895.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium thiocyanatum	-0.5047769340444548	10.320059529949338	0.0028664070854726533	0.009333590013853102	Animals
EER61502.1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Acidovorax	s__Acidovorax delafieldii_B	0.5233183477459947	10.502960426423028	0.0028721069977028324	0.009336717467779835	Environmental
AXC14836.1	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Acidobacteriales	f__Acidobacteriaceae	g__Acidisarcina	s__Acidisarcina polymorpha	0.4473243612091286	10.238041538025492	0.0029625294646789106	0.00961479908635495	Environmental
WP_063299059.1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pseudovibrio	s__Pseudovibrio sp001623075	0.44755661088880605	10.224120454774004	0.003062255041617845	0.009905816801292535	Environmental
WP_103141651.1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae_G	g__Bacillus_A	s__Bacillus_A bombysepticus	0.42110592975357963	10.223445148998744	0.003062255041617845	0.009905816801292535	Environmental
